start_stop,end_stop,start_sequence,end_sequence,length,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins]
PF_K02_2,PF_K03_2,20,21,0.5002999999999993,30.02097494780789,9.997884264491584e-05,0.0059999999999860165,1.0,0.0,0.0,2.771764705882353,0.6805896704498483,5.0
PF_K03_2,PF_K04_2,21,22,0.5123999999999995,15.370512526096025,9.763702821418506e-05,0.0,2.0,0.0,0.0,2.771764705882353,0.6805896704498483,5.0
PF_K04_2,PF_K05_C,22,23,2.5558000000000014,38.337000000000025,0.0,0.0,4.0,0.0,0.0,2.771764705882353,0.6805896704498483,5.0
PF_K05_C,PF_K06_2,23,24,2.1228000000000016,42.456000000000024,1.6753403508340675e-16,0.0,3.0,0.0,0.0,1.6419919246298789,0.7072844945425845,4.0
PF_K06_2,PF_K07_C,24,25,2.4142999999999972,36.21003846153841,0.00053048149714551,0.0,4.0,0.0,0.0,5.244635193133047,0.6988967335266424,8.0
PF_K07_C,PF_K08_C,25,26,2.4364000000000026,36.54600000000004,2.6443139727807443e-16,0.0,4.0,0.0,0.0,3.057213930348259,0.8725793481548396,7.0
PF_K08_C,PF_K07_C,1,2,2.4381,36.5715,0.0,0.0,4.0,0.0,0.0,2.773542600896861,0.8627714329488866,6.0
PF_K07_C,PF_K06_1,2,3,2.4026,36.038999999999994,1.9736725728102547e-16,0.0,4.0,0.0,0.0,3.057213930348259,0.8725793481548396,7.0
PF_K06_1,PF_K05_C,3,4,2.0999999999999996,41.99999999999999,0.0,0.0,3.0,0.0,0.0,4.790983606557377,0.8368684743087933,8.0
PF_K05_C,PF_K04_1,4,5,2.5563000000000002,38.34625625,0.00044905354809650615,0.0,4.0,0.0,0.0,1.6419919246298789,0.7072844945425845,4.0
PF_K04_1,PF_K03_1,5,6,0.4969000000000001,14.907062500000007,2.8758298481925416e-05,0.0,2.0,0.0,0.0,2.4488517745302714,0.7978019879390995,4.0
PF_K03_1,PF_K02_1,6,7,0.5004000000000008,30.02395,1.817615300115616e-05,5.3290705182007514e-14,1.0,0.0,0.0,2.4488517745302714,0.7978019879390995,4.0
PF_K02_1,PF_K01_C,7,8,0.6658999999999988,19.976999999999993,1.3571029125803015e-15,1.4210854715202004e-14,2.0,0.0,0.0,2.4488517745302714,0.7978019879390995,4.0
PF_K01_C,PF_C05_1,8,9,1.0235000000000003,20.469987499999988,7.704018387122538e-06,0.0,3.0,0.0,0.0,1.693069306930693,0.6374753821747186,3.0
PF_D08_C,PF_D09_C,21,22,2.017199999999999,24.206409896907196,4.488072322429352e-06,0.0,5.0,0.0,0.0,1.4055619930475087,0.5140771947877112,2.0
PF_D09_C,PF_D10_C,22,23,0.976700000000001,29.301000000000034,3.684344759727311e-16,0.0,2.0,0.0,0.0,2.716517857142857,0.7603416248413466,4.0
PF_D10_C,PF_D11_1,23,24,1.1505999999999972,23.011983505154582,7.868372743967138e-06,0.0,3.0,0.0,0.0,2.7562076749435667,0.945493246260418,6.0
PF_D11_1,PF_D12_C,24,25,1.825400000000002,36.50800000000004,1.0834905070952453e-16,0.0,3.0,0.0,0.0,4.75,0.8363858619835366,8.0
PF_D12_C,PF_D13_C,25,26,1.4954,29.90801649484537,6.054124780698151e-06,0.0,3.0,0.0,0.0,2.7707865168539327,0.8657024017367014,5.0
PF_K06_2,PF_K05_C,1,2,2.1059,42.118,0.0,0.0,3.0,0.0,0.0,5.244635193133047,0.6988967335266424,8.0
PF_K05_C,PF_N01_C,23,24,4.693399999999997,40.22792901508428,0.00026931969676277753,0.0,7.0,0.0,0.0,1.6419919246298789,0.7072844945425845,4.0
PF_N01_C,PF_N02_C,24,25,0.8338999999999999,24.996005964214707,0.004131578559488806,0.0,2.0,0.0,0.0,3.3143631436314362,0.8022149338700527,7.0
PF_N02_C,PF_N03_C,25,26,0.7011000000000003,21.033000000000012,2.4323859853596595e-16,0.0,2.0,0.0,0.0,2.7146017699115044,0.7273404099622233,5.0
PF_N03_C,PF_N04_C,26,27,0.6885000000000012,20.65500000000003,4.231331343314262e-16,0.0,2.0,0.0,0.0,2.882903981264637,0.9087919876767334,6.0
PF_N04_C,PF_N06_C,27,28,5.906400000000001,44.29800000000001,7.907407890808404e-17,0.0,8.0,0.0,0.0,3.3378378378378377,0.8280402056576961,7.0
PF_N06_C,PF_N07_C,28,29,1.1550999999999974,34.65299999999992,6.999635735249068e-16,9.237055564881302e-14,2.0,0.0,0.0,2.7555066079295156,0.8473946522923081,5.0
PF_N07_C,PF_N08_C,29,30,1.3477999999999994,26.95599999999999,3.3275752928741406e-16,0.0,3.0,0.0,0.0,2.8997668997668997,0.8915596898587972,6.0
PF_N08_C,PF_N09_C,30,31,1.7223000000000042,34.446000000000076,5.817671611015824e-16,0.0,3.0,0.0,0.0,2.9069767441860463,0.8170761220825079,5.5499999999999545
PF_N09_C,PF_N10_C,31,32,2.080300000000001,31.20450000000001,2.505952915374317e-16,0.0,4.0,0.0,0.0,2.9414519906323187,0.9093014418065728,6.0
PF_N10_C,PF_N11_C,32,33,2.8751999999999995,34.50239999999998,4.122918542358333e-16,0.0,5.0,0.0,0.0,2.778021978021978,0.7957450845561268,5.0
PF_N11_C,PF_N12_C,33,34,1.960099999999997,29.401434131736476,1.0464005910311274e-05,0.0,4.0,0.0,0.0,2.9905437352245863,0.9024909924056856,7.0
PF_N06_C,PF_N04_C,1,2,5.8761,44.06852210526315,5.932083054450095e-06,0.0,8.0,0.0,0.0,2.7555066079295156,0.8473946522923081,5.0
PF_N04_C,PF_N03_C,2,3,0.6885000000000003,20.652063157894776,2.087604916450517e-05,0.0,2.0,0.0,0.0,3.3378378378378377,0.8280402056576961,7.0
PF_N03_C,PF_N02_C,3,4,0.7010999999999994,21.03593684210526,2.049509318629814e-05,0.0,2.0,0.0,0.0,2.882903981264637,0.9087919876767334,6.0
PF_N02_C,PF_N01_C,4,5,0.7877000000000001,23.63100000000003,2.3861135144814436e-16,0.0,2.0,0.0,0.0,2.7146017699115044,0.7273404099622233,5.0
PF_N01_C,PF_K05_C,5,6,4.6707,40.033725112781944,2.3936093820212353e-06,0.0,7.0,0.0,0.0,3.3143631436314362,0.8022149338700527,7.0
PF_N12_C,PF_N11_C,1,2,1.9602,29.403000000000006,2.419168094130637e-16,0.0,4.0,0.0,0.0,3.0094562647754137,0.91358404202588,6.0
PF_N11_C,PF_N10_C,2,3,2.8733,34.479600000000005,0.0,0.0,5.0,0.0,0.0,2.9905437352245863,0.9024909924056856,7.0
PF_N10_C,PF_N09_C,3,4,2.0799000000000003,31.19862793176973,4.425913159767873e-05,0.0,4.0,0.0,0.0,2.778021978021978,0.7957450845561268,5.0
PF_N09_C,PF_N08_C,4,5,1.7223999999999995,34.44798294243069,5.344576803829689e-06,0.0,3.0,0.0,0.0,2.9414519906323187,0.9093014418065728,6.0
PF_N08_C,PF_N07_C,5,6,1.3476999999999997,26.954000000000008,5.260984317801029e-16,0.0,3.0,0.0,0.0,2.9069767441860463,0.8170761220825079,5.5499999999999545
PF_N07_C,PF_N06_C,6,7,1.155100000000001,34.65302558635397,7.969429254263683e-06,0.0,2.0,0.0,0.0,2.8997668997668997,0.8915596898587972,6.0
