start_stop,end_stop,start_sequence,end_sequence,length,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],start_lat,start_lon,end_lat,end_lon
PF_E07_1,PF_E08_1,18,19,1.3438000000000017,26.876000000000037,1.0835413050478983e-16,0.0,3.0,0.0,0.0,13.278466741826382,6.053461288292562,0.0,38.95524734,-76.96943634,38.96522987,-76.95642218
PF_E08_1,PF_E09_C,19,20,1.8652999999999975,37.30599999999993,5.833163139802478e-16,0.0,3.0,0.0,0.0,13.278466741826382,6.053461288292562,0.0,38.96522987,-76.95642218,38.97829539,-76.92833781
PF_E09_C,PF_E10_C,20,21,2.4907000000000004,37.3605,1.9029201020396996e-16,0.0,4.0,0.0,0.0,13.278466741826382,6.053461288292562,0.0,38.97829539,-76.92833781,39.0110847,-76.91119571
PF_F03_2,PF_F04_C,1,2,0.7752,23.25599999999999,3.069946648552696e-16,0.0,2.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.88511874,-77.02199431,38.87644813,-77.0175571
PF_F04_C,PF_F05_C,2,3,0.7189,21.567000000000043,1.627630073622357e-16,0.0,2.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.87644813,-77.0175571,38.87646472,-77.00587504
PF_F05_C,PF_F06_C,3,4,1.1747999999999998,23.495999999999984,1.5533455492172848e-16,0.0,3.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.87646472,-77.00587504,38.863275,-76.9955565
PF_F06_C,PF_F07_C,4,5,1.3273,26.546000000000024,1.4893431071668092e-16,0.0,3.0,0.0,0.0,13.525195968645017,5.941224997992386,0.0,38.863275,-76.9955565,38.84568777,-76.98843722
PF_F07_C,PF_F08_C,5,6,0.9207,27.61802031602709,8.913682792005516e-06,0.0,2.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.84568777,-76.98843722,38.8409458,-76.9752086
PF_F08_C,PF_F09_C,6,7,1.3632,27.26598645598191,6.019178824026094e-06,0.0,3.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.8409458,-76.9752086,38.85111917,-76.95660477
PF_F09_C,PF_F10_C,7,8,1.5858,31.71599999999999,3.3560605004016797e-16,0.0,3.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.85111917,-76.95660477,38.84465995,-76.9328671
PF_F10_C,PF_F11_C,8,9,1.6067999999999998,32.13599999999998,4.4245958364316464e-16,0.0,3.0,0.0,0.0,36.0,0.9128709291752768,0.0,38.84465995,-76.9328671,38.82671071,-76.9118158
PF_E10_C,PF_E09_C,1,2,2.4989,37.48349999999999,1.8966926717812882e-16,0.0,4.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,39.0110847,-76.91119571,38.97829539,-76.92833781
PF_E09_C,PF_E08_2,2,3,1.8699000000000003,37.398,0.0,0.0,3.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.97829539,-76.92833781,38.96533773,-76.95641827
PF_E08_2,PF_E07_2,3,4,1.3561999999999994,27.12399999999998,2.621098649266847e-16,0.0,3.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.96533773,-76.95641827,38.955288,-76.96956103
PF_E07_2,PF_E06_C,4,5,1.9828,39.656,0.0,0.0,3.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.955288,-76.96956103,38.95172354,-77.00315997
PF_E06_C,PF_E05_C,5,6,1.7303000000000006,34.606,2.054403275810955e-16,0.0,3.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.95172354,-77.00315997,38.93735792,-77.0235358
PF_E05_C,PF_E04_C,6,7,0.7492000000000001,22.47600000000001,1.581568779202569e-16,0.0,2.0,0.0,0.0,14.577401129943503,5.9603482438986495,0.0,38.93735792,-77.0235358,38.92749449,-77.03251875
PF_E04_C,PF_E03_C,7,8,0.8988999999999994,26.96699999999998,0.0,0.0,2.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.92749449,-77.03251875,38.91700113,-77.02751795
PF_E03_C,PF_E02_C,8,9,0.5222999999999995,15.668999999999984,1.134320629311283e-16,0.0,2.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.91700113,-77.02751795,38.91350995,-77.02192036
PF_E02_C,PF_E01_C,9,10,0.5894000000000013,17.68200000000004,2.0103687298584363e-16,0.0,2.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.91350995,-77.02192036,38.90657183,-77.02191823
PF_E01_C,PF_F01_C,10,11,0.502699999999999,15.091523809523796,0.0006959502954388,0.0,2.0,0.0,0.0,13.857951329937748,6.033349328914878,0.0,38.90657183,-77.02191823,38.89837678,-77.02190378
PF_F01_C,PF_F02_C,11,12,0.3541000000000007,21.249006802721112,0.0001412227411217,0.0,1.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.89837678,-77.02190378,38.89321666,-77.0219064
PF_F02_C,PF_F03_2,12,13,0.591899999999999,17.755496598639443,8.450462002317239e-05,0.0029999999999681,2.0,0.0,0.0,13.302616609783843,6.024153844220657,0.0,38.89321666,-77.0219064,38.88511874,-77.02199431
PF_C15_C,PF_C14_1,1,2,0.5259,15.776999999999994,4.506211369335741e-16,0.0,2.0,0.0,0.0,13.253680634201585,6.040825943957824,1.0,38.79382204,-77.07529833,38.80029433,-77.07108096
PF_C14_1,PF_C13_C,2,3,0.6707000000000001,20.12100000000001,1.7666740413997794e-16,0.0,2.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.80029433,-77.07108096,38.80659727,-77.06096816
PF_C07_1,PF_F03_1,9,10,2.2873,27.447600000000005,1.2950949586486603e-16,0.0,5.0,0.0,0.0,13.253680634201585,6.040825943957824,1.0,38.86916837,-77.05409044,38.88511895,-77.02182773
PF_C13_C,PF_C14_2,2,3,0.7063999999999999,21.19199999999996,2.55323282839695e-16,0.0,2.0,0.0,0.0,36.4,0.913146479584274,1.6000000000000014,38.80659727,-77.06096816,38.80043813,-77.07117784
PF_C14_2,PF_C15_C,3,4,0.5264,15.791986607142878,1.267159804047888e-05,0.0,2.0,0.0,0.0,36.4,0.913146479584274,1.6000000000000014,38.80043813,-77.07117784,38.79382204,-77.07529833
PF_F03_2,PF_C07_2,4,5,2.2877,27.452400000000008,2.589727141438824e-16,0.0,5.0,0.0,0.0,13.319365798414497,6.037742428336158,1.0,38.88511874,-77.02199431,38.86919821,-77.05412775
PF_C10_2,PF_C12_C,5,6,3.0811,30.811,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,38.85348502,-77.04409364,38.81407871,-77.0537195
PF_D13_C,PF_D12_C,1,2,1.4972,29.94400000000001,2.3753654534506594e-16,0.0,3.0,0.0,0.0,38.58921161825726,3.6115063509106022,48.0,38.94802473,-76.87186586,38.9334959,-76.891263
PF_D12_C,PF_D11_2,2,3,1.8706,37.41199999999999,0.0,0.0,3.0,0.0,0.0,38.58921161825726,3.6115063509106022,48.0,38.9334959,-76.891263,38.91668297,-76.91668913
PF_D11_2,PF_D10_C,3,4,1.1508000000000005,23.01600000000001,3.090369444652699e-16,0.0,3.0,0.0,0.0,38.58921161825726,3.6115063509106022,48.0,38.91668297,-76.91668913,38.90821601,-76.93516033
PF_D10_C,PF_D09_C,4,5,0.9811999999999994,29.435999999999986,1.208179493445553e-16,0.0,2.0,0.0,0.0,38.58921161825726,3.6115063509106022,48.0,38.90821601,-76.93516033,38.89916416,-76.94673612
PF_D09_C,PF_D08_C,5,6,2.0703000000000005,31.05450000000001,2.290423067128001e-16,0.0,4.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.89916416,-76.94673612,38.88691895,-76.97707162
PF_C05_2,PF_K01_C,18,19,0.9714000000000008,19.42800000000002,0.0,0.0,3.0,0.0,0.0,42.13479623824451,3.522402164744144,51.19999999999891,38.89602652,-77.07084623,38.89016272,-77.08709367
PF_K01_C,PF_K02_2,19,20,0.6649999999999991,19.95,1.338528046680632e-15,5.329070518200752e-14,2.0,0.0,0.0,42.13479623824451,3.522402164744144,51.19999999999891,38.89016272,-77.08709367,38.88677835,-77.0954764
PF_K02_2,PF_K03_2,20,21,0.5002999999999993,30.02097494780789,9.997884264491584e-05,0.005999999999986,1.0,0.0,0.0,42.13479623824451,3.522402164744144,51.19999999999891,38.88677835,-77.0954764,38.88347189,-77.10305665
PF_K03_2,PF_K04_2,21,22,0.5123999999999995,15.370512526096023,9.763702821418506e-05,0.0,2.0,0.0,0.0,42.13479623824451,3.522402164744144,51.19999999999891,38.88347189,-77.10305665,38.88230587,-77.11321894
PF_K04_2,PF_K05_C,22,23,2.5558000000000014,38.337000000000025,0.0,0.0,4.0,0.0,0.0,42.13479623824451,3.522402164744144,51.19999999999891,38.88230587,-77.11321894,38.88602258,-77.15694666
PF_K05_C,PF_K06_2,23,24,2.1228000000000016,42.45600000000002,1.6753403508340675e-16,0.0,3.0,0.0,0.0,36.575,3.599451925924807,48.0,38.88602258,-77.15694666,38.90082511,-77.18922087
PF_K06_2,PF_K07_C,24,25,2.414299999999997,36.21003846153841,0.0005304814971455,0.0,4.0,0.0,0.0,36.575,3.599451925924807,48.0,38.90082511,-77.18922087,38.88364098,-77.22724073
PF_K07_C,PF_K08_C,25,26,2.4364000000000026,36.54600000000004,2.6443139727807443e-16,0.0,4.0,0.0,0.0,36.575,3.599451925924807,48.0,38.88364098,-77.22724073,38.87756961,-77.27246126
PF_K08_C,PF_K07_C,1,2,2.4381,36.5715,0.0,0.0,4.0,0.0,0.0,38.12,3.493308052704194,56.0,38.87756961,-77.27246126,38.88364098,-77.22724073
PF_K07_C,PF_K06_1,2,3,2.4026,36.039,1.9736725728102547e-16,0.0,4.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88364098,-77.22724073,38.90073595,-77.18921444
PF_K06_1,PF_K05_C,3,4,2.1,41.99999999999999,0.0,0.0,3.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.90073595,-77.18921444,38.88602258,-77.15694666
PF_K05_C,PF_K04_1,4,5,2.5563,38.34625625,0.0004490535480965,0.0,4.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88602258,-77.15694666,38.88219896,-77.1132144
PF_K04_1,PF_K03_1,5,6,0.4969000000000001,14.907062500000007,2.8758298481925416e-05,0.0,2.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88219896,-77.1132144,38.88337629,-77.10299252
PF_K03_1,PF_K02_1,6,7,0.5004000000000008,30.02395,1.817615300115616e-05,5.329070518200752e-14,1.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88337629,-77.10299252,38.88668469,-77.09540305
PF_K02_1,PF_K01_C,7,8,0.6658999999999988,19.976999999999997,1.3571029125803017e-15,1.4210854715202004e-14,2.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88668469,-77.09540305,38.89016272,-77.08709367
PF_K01_C,PF_C05_1,8,9,1.0235000000000003,20.469987499999988,7.704018387122538e-06,0.0,3.0,0.0,0.0,36.40336134453781,3.6080982817234513,48.0,38.89016272,-77.08709367,38.89602709,-77.0708266
PF_D08_C,PF_D09_C,21,22,2.017199999999999,24.2064098969072,4.488072322429352e-06,0.0,5.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.88691895,-76.97707162,38.89916416,-76.94673612
PF_D09_C,PF_D10_C,22,23,0.976700000000001,29.301000000000037,3.684344759727311e-16,0.0,2.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.89916416,-76.94673612,38.90821601,-76.93516033
PF_D10_C,PF_D11_1,23,24,1.1505999999999972,23.011983505154586,7.868372743967138e-06,0.0,3.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.90821601,-76.93516033,38.91658784,-76.91663003
PF_D11_1,PF_D12_C,24,25,1.825400000000002,36.50800000000004,1.0834905070952451e-16,0.0,3.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.91658784,-76.91663003,38.9334959,-76.891263
PF_D12_C,PF_D13_C,25,26,1.4954,29.90801649484537,6.054124780698151e-06,0.0,3.0,0.0,0.0,36.436708860759495,3.6120234510732607,48.0,38.9334959,-76.891263,38.94802473,-76.87186586
PF_K06_2,PF_K05_C,1,2,2.1059,42.118,0.0,0.0,3.0,0.0,0.0,39.333333333333336,1.7100804599626611,104.4,38.90082511,-77.18922087,38.88602258,-77.15694666
PF_K05_C,PF_N01_C,23,24,4.693399999999997,40.22792901508428,0.0002693196967627,0.0,7.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.88602258,-77.15694666,38.92433016,-77.21053026
PF_N01_C,PF_N02_C,24,25,0.8338999999999999,24.996005964214707,0.0041315785594888,0.0,2.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.92433016,-77.21053026,38.92067679,-77.22158635
PF_N02_C,PF_N03_C,25,26,0.7011000000000003,21.03300000000001,2.4323859853596595e-16,0.0,2.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.92067679,-77.22158635,38.92126077,-77.23416004
PF_N03_C,PF_N04_C,26,27,0.6885000000000012,20.65500000000003,4.231331343314262e-16,0.0,2.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.92126077,-77.23416004,38.92920589,-77.24188704
PF_N04_C,PF_N06_C,27,28,5.906400000000001,44.29800000000001,7.907407890808404e-17,0.0,8.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.92920589,-77.24188704,38.9478252,-77.34031274
PF_N06_C,PF_N07_C,28,29,1.1550999999999974,34.65299999999992,6.999635735249068e-16,9.237055564881302e-14,2.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.9478252,-77.34031274,38.952768,-77.360188
PF_N07_C,PF_N08_C,29,30,1.3477999999999994,26.95599999999999,3.3275752928741406e-16,0.0,3.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.952768,-77.360188,38.95282,-77.385178
PF_N08_C,PF_N09_C,30,31,1.7223000000000042,34.44600000000008,5.817671611015824e-16,0.0,3.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.95282,-77.385178,38.96088437,-77.41564171
PF_N09_C,PF_N10_C,31,32,2.080300000000001,31.20450000000001,2.505952915374317e-16,0.0,4.0,0.0,0.0,45.52521008403362,3.4360691909297727,64.0,38.96088437,-77.41564171,38.95579106,-77.44820113
PF_N10_C,PF_N11_C,32,33,2.8751999999999995,34.50239999999998,4.122918542358333e-16,0.0,5.0,0.0,0.0,41.30168776371308,3.558409174629914,53.599999999999454,38.95579106,-77.44820113,38.99206153,-77.46069475
PF_N11_C,PF_N12_C,33,34,1.960099999999997,29.40143413173648,1.0464005910311274e-05,0.0,4.0,0.0,0.0,41.30168776371308,3.558409174629914,53.599999999999454,38.99206153,-77.46069475,39.00519162,-77.49143447
PF_N06_C,PF_N04_C,1,2,5.8761,44.06852210526315,5.932083054450095e-06,0.0,8.0,0.0,0.0,23.8,2.23606797749979,95.19999999999996,38.9478252,-77.34031274,38.92920589,-77.24188704
PF_N04_C,PF_N03_C,2,3,0.6885000000000003,20.652063157894776,2.087604916450517e-05,0.0,2.0,0.0,0.0,68.52,2.338909168545664,416.7999999999989,38.92920589,-77.24188704,38.92126077,-77.23416004
PF_N03_C,PF_N02_C,3,4,0.7010999999999994,21.03593684210526,2.049509318629814e-05,0.0,2.0,0.0,0.0,23.8,2.23606797749979,95.19999999999996,38.92126077,-77.23416004,38.92067679,-77.22158635
PF_N02_C,PF_N01_C,4,5,0.7877000000000001,23.63100000000003,2.386113514481444e-16,0.0,2.0,0.0,0.0,23.8,2.23606797749979,95.19999999999996,38.92067679,-77.22158635,38.92433016,-77.21053026
PF_N01_C,PF_K05_C,5,6,4.6707,40.03372511278194,2.3936093820212357e-06,0.0,7.0,0.0,0.0,23.8,2.23606797749979,95.19999999999996,38.92433016,-77.21053026,38.88602258,-77.15694666
PF_N12_C,PF_N11_C,1,2,1.9602,29.40300000000001,2.419168094130637e-16,0.0,4.0,0.0,0.0,40.30603448275862,3.4938991070967664,41.849999999999966,39.00519162,-77.49143447,38.99206153,-77.46069475
PF_N11_C,PF_N10_C,2,3,2.8733,34.479600000000005,0.0,0.0,5.0,0.0,0.0,40.30603448275862,3.4938991070967664,41.849999999999966,38.99206153,-77.46069475,38.95579106,-77.44820113
PF_N10_C,PF_N09_C,3,4,2.0799000000000003,31.19862793176973,4.425913159767873e-05,0.0,4.0,0.0,0.0,40.30603448275862,3.4938991070967664,41.849999999999966,38.95579106,-77.44820113,38.96088437,-77.41564171
PF_N09_C,PF_N08_C,4,5,1.7223999999999997,34.44798294243069,5.344576803829689e-06,0.0,3.0,0.0,0.0,40.30603448275862,3.4938991070967664,41.849999999999966,38.96088437,-77.41564171,38.95282,-77.385178
PF_N08_C,PF_N07_C,5,6,1.3476999999999997,26.954000000000008,5.260984317801029e-16,0.0,3.0,0.0,0.0,41.94214876033058,3.3978015268098223,48.0,38.95282,-77.385178,38.952768,-77.360188
PF_N07_C,PF_N06_C,6,7,1.155100000000001,34.65302558635397,7.969429254263683e-06,0.0,2.0,0.0,0.0,40.30603448275862,3.4938991070967664,41.849999999999966,38.952768,-77.360188,38.9478252,-77.34031274
